Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,lifecycle:transition,org:resource,variant,variant-index,creator
Case1672,Take in charge ticket,Value 8,2011-05-10 08:57:43.000,Variant 3,3,Take in charge ticket,complete,Value 8,Variant 3,3,Fluxicon Disco
Case1672,Wait,Value 2,2011-05-10 14:41:06.000,Variant 3,3,Wait,complete,Value 2,Variant 3,3,Fluxicon Disco
Case1672,Take in charge ticket,Value 2,2011-05-11 08:41:54.000,Variant 3,3,Take in charge ticket,complete,Value 2,Variant 3,3,Fluxicon Disco
Case1672,Resolve ticket,Value 2,2011-05-11 08:42:05.000,Variant 3,3,Resolve ticket,complete,Value 2,Variant 3,3,Fluxicon Disco
Case1672,Closed,Value 5,2011-06-10 12:32:29.000,Variant 3,3,Closed,complete,Value 5,Variant 3,3,Fluxicon Disco
Case1672,End,End,2011-06-10 12:32:29.000,Variant 3,3,End,End,End,End,End,End
Case1673,Start,Start,2012-04-11 08:39:07.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case1673,Assign seriousness,Value 1,2012-04-11 08:39:07.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case1673,Take in charge ticket,Value 1,2012-04-11 08:39:24.000,Variant 1,1,Take in charge ticket,complete,Value 1,Variant 1,1,Fluxicon Disco
Case1673,Resolve ticket,Value 1,2012-04-12 08:55:11.000,Variant 1,1,Resolve ticket,complete,Value 1,Variant 1,1,Fluxicon Disco
Case1673,Closed,Value 5,2012-05-18 08:40:25.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case1673,End,End,2012-05-18 08:40:25.000,Variant 1,1,End,End,End,End,End,End
Case1674,Start,Start,2013-08-23 08:37:36.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case1674,Assign seriousness,Value 1,2013-08-23 08:37:36.000,Variant 2,2,Assign seriousness,complete,Value 1,Variant 2,2,Fluxicon Disco
Case1674,Take in charge ticket,Value 9,2013-09-06 13:51:22.000,Variant 2,2,Take in charge ticket,complete,Value 9,Variant 2,2,Fluxicon Disco
Case1674,Wait,Value 9,2013-09-10 06:11:01.000,Variant 2,2,Wait,complete,Value 9,Variant 2,2,Fluxicon Disco
Case1674,Resolve ticket,Value 9,2013-09-10 07:17:03.000,Variant 2,2,Resolve ticket,complete,Value 9,Variant 2,2,Fluxicon Disco
Case1674,Closed,Value 3,2013-09-25 07:17:16.000,Variant 2,2,Closed,complete,Value 3,Variant 2,2,Fluxicon Disco
Case1674,End,End,2013-09-25 07:17:16.000,Variant 2,2,End,End,End,End,End,End
Case1675,Start,Start,2013-09-30 08:50:24.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case1675,Assign seriousness,Value 14,2013-09-30 08:50:24.000,Variant 1,1,Assign seriousness,complete,Value 14,Variant 1,1,Fluxicon Disco
Case1675,Take in charge ticket,Value 9,2013-10-01 09:37:09.000,Variant 1,1,Take in charge ticket,complete,Value 9,Variant 1,1,Fluxicon Disco
Case1675,Resolve ticket,Value 9,2013-10-16 08:49:47.000,Variant 1,1,Resolve ticket,complete,Value 9,Variant 1,1,Fluxicon Disco
Case1675,Closed,Value 3,2013-10-31 09:50:04.000,Variant 1,1,Closed,complete,Value 3,Variant 1,1,Fluxicon Disco
Case1675,End,End,2013-10-31 09:50:04.000,Variant 1,1,End,End,End,End,End,End
Case1676,Start,Start,2010-08-11 08:54:54.000,Variant 7,7,Start,Start,Start,Start,Start,Start
Case1676,Insert ticket,Value 11,2010-08-11 08:54:54.000,Variant 7,7,Insert ticket,complete,Value 11,Variant 7,7,Fluxicon Disco
Case1676,Assign seriousness,Value 11,2010-08-11 08:57:09.000,Variant 7,7,Assign seriousness,complete,Value 11,Variant 7,7,Fluxicon Disco
Case1676,Take in charge ticket,Value 11,2010-08-11 08:57:17.000,Variant 7,7,Take in charge ticket,complete,Value 11,Variant 7,7,Fluxicon Disco
Case1676,Resolve ticket,Value 11,2010-08-11 09:14:58.000,Variant 7,7,Resolve ticket,complete,Value 11,Variant 7,7,Fluxicon Disco
Case1676,Closed,Value 5,2010-09-11 09:00:21.000,Variant 7,7,Closed,complete,Value 5,Variant 7,7,Fluxicon Disco
Case1676,End,End,2010-09-11 09:00:21.000,Variant 7,7,End,End,End,End,End,End
Case1677,Start,Start,2011-10-14 07:58:19.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case1677,Assign seriousness,Value 1,2011-10-14 07:58:19.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case1677,Take in charge ticket,Value 1,2011-10-14 07:58:35.000,Variant 1,1,Take in charge ticket,complete,Value 1,Variant 1,1,Fluxicon Disco
Case1677,Resolve ticket,Value 1,2011-10-14 13:13:40.000,Variant 1,1,Resolve ticket,complete,Value 1,Variant 1,1,Fluxicon Disco
Case1677,Closed,Value 5,2011-11-16 09:00:25.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case1677,End,End,2011-11-16 09:00:25.000,Variant 1,1,End,End,End,End,End,End
Case1678,Start,Start,2011-12-02 09:24:09.000,Variant 11,11,Start,Start,Start,Start,Start,Start
Case1678,Take in charge ticket,Value 1,2011-12-02 09:24:09.000,Variant 11,11,Take in charge ticket,complete,Value 1,Variant 11,11,Fluxicon Disco
Case1678,Resolve ticket,Value 1,2011-12-02 14:50:42.000,Variant 11,11,Resolve ticket,complete,Value 1,Variant 11,11,Fluxicon Disco
Case1678,Closed,Value 5,2012-01-15 09:30:38.000,Variant 11,11,Closed,complete,Value 5,Variant 11,11,Fluxicon Disco
Case1678,End,End,2012-01-15 09:30:38.000,Variant 11,11,End,End,End,End,End,End
Case1679,Start,Start,2013-04-09 14:51:06.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case1679,Assign seriousness,Value 1,2013-04-09 14:51:06.000,Variant 2,2,Assign seriousness,complete,Value 1,Variant 2,2,Fluxicon Disco
Case1679,Take in charge ticket,Value 2,2013-04-15 07:11:40.000,Variant 2,2,Take in charge ticket,complete,Value 2,Variant 2,2,Fluxicon Disco
Case1679,Wait,Value 4,2013-04-15 07:49:18.000,Variant 2,2,Wait,complete,Value 4,Variant 2,2,Fluxicon Disco
Case1679,Resolve ticket,Value 4,2013-05-02 08:59:58.000,Variant 2,2,Resolve ticket,complete,Value 4,Variant 2,2,Fluxicon Disco
Case1679,Closed,Value 3,2013-05-17 09:00:21.000,Variant 2,2,Closed,complete,Value 3,Variant 2,2,Fluxicon Disco
Case1679,End,End,2013-05-17 09:00:21.000,Variant 2,2,End,End,End,End,End,End
Case1680,Start,Start,2012-02-22 12:01:58.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case1680,Assign seriousness,Value 1,2012-02-22 12:01:58.000,Variant 2,2,Assign seriousness,complete,Value 1,Variant 2,2,Fluxicon Disco
Case1680,Take in charge ticket,Value 2,2012-02-23 10:36:48.000,Variant 2,2,Take in charge ticket,complete,Value 2,Variant 2,2,Fluxicon Disco
Case1680,Wait,Value 2,2012-03-13 13:54:41.000,Variant 2,2,Wait,complete,Value 2,Variant 2,2,Fluxicon Disco
Case1680,Resolve ticket,Value 2,2012-03-28 07:27:37.000,Variant 2,2,Resolve ticket,complete,Value 2,Variant 2,2,Fluxicon Disco
Case1680,Closed,Value 5,2012-04-12 07:27:49.000,Variant 2,2,Closed,complete,Value 5,Variant 2,2,Fluxicon Disco
Case1680,End,End,2012-04-12 07:27:49.000,Variant 2,2,End,End,End,End,End,End
Case1681,Start,Start,2013-03-01 15:22:28.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case1681,Assign seriousness,Value 1,2013-03-01 15:22:28.000,Variant 2,2,Assign seriousness,complete,Value 1,Variant 2,2,Fluxicon Disco
Case1681,Take in charge ticket,Value 1,2013-03-18 13:05:00.000,Variant 2,2,Take in charge ticket,complete,Value 1,Variant 2,2,Fluxicon Disco
Case1681,Wait,Value 1,2013-03-19 14:59:45.000,Variant 2,2,Wait,complete,Value 1,Variant 2,2,Fluxicon Disco
Case1681,Resolve ticket,Value 9,2013-03-22 10:11:53.000,Variant 2,2,Resolve ticket,complete,Value 9,Variant 2,2,Fluxicon Disco
Case1681,Closed,Value 3,2013-04-06 09:12:05.000,Variant 2,2,Closed,complete,Value 3,Variant 2,2,Fluxicon Disco
Case1681,End,End,2013-04-06 09:12:05.000,Variant 2,2,End,End,End,End,End,End
Case1682,Start,Start,2012-09-05 07:59:29.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case1682,Assign seriousness,Value 1,2012-09-05 07:59:29.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case1682,Take in charge ticket,Value 1,2012-09-05 09:06:37.000,Variant 1,1,Take in charge ticket,complete,Value 1,Variant 1,1,Fluxicon Disco
Case1682,Resolve ticket,Value 1,2012-09-21 06:52:00.000,Variant 1,1,Resolve ticket,complete,Value 1,Variant 1,1,Fluxicon Disco
Case1682,Closed,Value 3,2012-10-06 06:52:23.000,Variant 1,1,Closed,complete,Value 3,Variant 1,1,Fluxicon Disco
Case1682,End,End,2012-10-06 06:52:23.000,Variant 1,1,End,End,End,End,End,End
Case1683,Start,Start,2012-05-02 15:03:14.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case1683,Assign seriousness,Value 4,2012-05-02 15:03:14.000,Variant 1,1,Assign seriousness,complete,Value 4,Variant 1,1,Fluxicon Disco
Case1683,Take in charge ticket,Value 4,2012-05-02 15:03:29.000,Variant 1,1,Take in charge ticket,complete,Value 4,Variant 1,1,Fluxicon Disco
Case1683,Resolve ticket,Value 4,2012-05-03 08:54:03.000,Variant 1,1,Resolve ticket,complete,Value 4,Variant 1,1,Fluxicon Disco
Case1683,Closed,Value 5,2012-06-03 15:00:58.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case1683,End,End,2012-06-03 15:00:58.000,Variant 1,1,End,End,End,End,End,End
Case1684,Start,Start,2010-07-27 12:54:13.000,Variant 84,84,Start,Start,Start,Start,Start,Start
Case1684,Assign seriousness,Value 9,2010-07-27 12:54:13.000,Variant 84,84,Assign seriousness,complete,Value 9,Variant 84,84,Fluxicon Disco
Case1684,Assign seriousness,Value 2,2010-07-27 13:42:11.000,Variant 84,84,Assign seriousness,complete,Value 2,Variant 84,84,Fluxicon Disco
Case1684,Take in charge ticket,Value 9,2010-07-29 12:37:22.000,Variant 84,84,Take in charge ticket,complete,Value 9,Variant 84,84,Fluxicon Disco
Case1684,Wait,Value 9,2010-07-29 12:37:30.000,Variant 84,84,Wait,complete,Value 9,Variant 84,84,Fluxicon Disco
Case1684,Take in charge ticket,Value 9,2010-07-29 12:39:16.000,Variant 84,84,Take in charge ticket,complete,Value 9,Variant 84,84,Fluxicon Disco
Case1684,Wait,Value 9,2010-07-29 12:50:31.000,Variant 84,84,Wait,complete,Value 9,Variant 84,84,Fluxicon Disco
Case1684,Take in charge ticket,Value 9,2010-07-29 13:42:31.000,Variant 84,84,Take in charge ticket,complete,Value 9,Variant 84,84,Fluxicon Disco
Case1684,Resolve ticket,Value 9,2010-07-29 13:42:54.000,Variant 84,84,Resolve ticket,complete,Value 9,Variant 84,84,Fluxicon Disco
Case1684,Closed,Value 5,2010-08-27 13:00:24.000,Variant 84,84,Closed,complete,Value 5,Variant 84,84,Fluxicon Disco
Case1684,End,End,2010-08-27 13:00:24.000,Variant 84,84,End,End,End,End,End,End
Case1685,Start,Start,2011-07-20 09:45:57.000,Variant 14,14,Start,Start,Start,Start,Start,Start
Case1685,Assign seriousness,Value 9,2011-07-20 09:45:57.000,Variant 14,14,Assign seriousness,complete,Value 9,Variant 14,14,Fluxicon Disco
Case1685,Take in charge ticket,Value 9,2011-07-20 12:07:54.000,Variant 14,14,Take in charge ticket,complete,Value 9,Variant 14,14,Fluxicon Disco
Case1685,Wait,Value 9,2011-07-20 12:08:22.000,Variant 14,14,Wait,complete,Value 9,Variant 14,14,Fluxicon Disco
Case1685,Wait,Value 9,2011-08-26 13:21:54.000,Variant 14,14,Wait,complete,Value 9,Variant 14,14,Fluxicon Disco
Case1685,Resolve ticket,Value 13,2011-08-29 06:27:52.000,Variant 14,14,Resolve ticket,complete,Value 13,Variant 14,14,Fluxicon Disco
Case1685,Closed,Value 5,2011-09-13 06:28:09.000,Variant 14,14,Closed,complete,Value 5,Variant 14,14,Fluxicon Disco
Case1685,End,End,2011-09-13 06:28:09.000,Variant 14,14,End,End,End,End,End,End
Case1686,Start,Start,2011-12-14 07:03:25.000,Variant 8,8,Start,Start,Start,Start,Start,Start
Case1686,Assign seriousness,Value 1,2011-12-14 07:03:25.000,Variant 8,8,Assign seriousness,complete,Value 1,Variant 8,8,Fluxicon Disco
Case1686,Resolve ticket,Value 4,2011-12-14 08:12:03.000,Variant 8,8,Resolve ticket,complete,Value 4,Variant 8,8,Fluxicon Disco
Case1686,Resolve ticket,Value 4,2011-12-14 08:12:04.000,Variant 8,8,Resolve ticket,complete,Value 4,Variant 8,8,Fluxicon Disco
Case1686,Closed,Value 5,2012-01-14 07:10:49.000,Variant 8,8,Closed,complete,Value 5,Variant 8,8,Fluxicon Disco
Case1686,End,End,2012-01-14 07:10:49.000,Variant 8,8,End,End,End,End,End,End
Case1687,Start,Start,2012-02-24 07:59:14.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case1687,Assign seriousness,Value 1,2012-02-24 07:59:14.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case1687,Take in charge ticket,Value 1,2012-02-24 07:59:23.000,Variant 1,1,Take in charge ticket,complete,Value 1,Variant 1,1,Fluxicon Disco
Case1687,Resolve ticket,Value 1,2012-02-24 13:57:50.000,Variant 1,1,Resolve ticket,complete,Value 1,Variant 1,1,Fluxicon Disco
Case1687,Closed,Value 5,2012-04-04 07:00:28.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case1687,End,End,2012-04-04 07:00:28.000,Variant 1,1,End,End,End,End,End,End
Case1688,Start,Start,2011-02-16 07:28:16.000,Variant 22,22,Start,Start,Start,Start,Start,Start
Case1688,Assign seriousness,Value 8,2011-02-16 07:28:16.000,Variant 22,22,Assign seriousness,complete,Value 8,Variant 22,22,Fluxicon Disco
Case1688,Take in charge ticket,Value 8,2011-02-16 07:29:09.000,Variant 22,22,Take in charge ticket,complete,Value 8,Variant 22,22,Fluxicon Disco
Case1688,Wait,Value 9,2011-02-17 10:40:11.000,Variant 22,22,Wait,complete,Value 9,Variant 22,22,Fluxicon Disco
Case1688,Take in charge ticket,Value 9,2011-02-18 07:06:56.000,Variant 22,22,Take in charge ticket,complete,Value 9,Variant 22,22,Fluxicon Disco
Case1688,Wait,Value 9,2011-02-21 12:57:56.000,Variant 22,22,Wait,complete,Value 9,Variant 22,22,Fluxicon Disco
Case1688,Take in charge ticket,Value 9,2011-03-18 07:11:30.000,Variant 22,22,Take in charge ticket,complete,Value 9,Variant 22,22,Fluxicon Disco
Case1688,Resolve ticket,Value 9,2011-03-18 07:12:29.000,Variant 22,22,Resolve ticket,complete,Value 9,Variant 22,22,Fluxicon Disco
Case1688,Closed,Value 5,2011-04-15 06:17:19.000,Variant 22,22,Closed,complete,Value 5,Variant 22,22,Fluxicon Disco
Case1688,End,End,2011-04-15 06:17:19.000,Variant 22,22,End,End,End,End,End,End
Case1689,Start,Start,2012-04-18 06:07:58.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case1689,Assign seriousness,Value 1,2012-04-18 06:07:58.000,Variant 2,2,Assign seriousness,complete,Value 1,Variant 2,2,Fluxicon Disco
Case1689,Take in charge ticket,Value 1,2012-04-19 06:27:42.000,Variant 2,2,Take in charge ticket,complete,Value 1,Variant 2,2,Fluxicon Disco
Case1689,Wait,Value 1,2012-04-19 13:03:04.000,Variant 2,2,Wait,complete,Value 1,Variant 2,2,Fluxicon Disco
Case1689,Resolve ticket,Value 1,2012-05-11 11:54:11.000,Variant 2,2,Resolve ticket,complete,Value 1,Variant 2,2,Fluxicon Disco
Case1689,Closed,Value 5,2012-06-09 14:00:34.000,Variant 2,2,Closed,complete,Value 5,Variant 2,2,Fluxicon Disco
Case1689,End,End,2012-06-09 14:00:34.000,Variant 2,2,End,End,End,End,End,End
Case1690,Start,Start,2012-07-03 13:46:05.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case1690,Assign seriousness,Value 1,2012-07-03 13:46:05.000,Variant 2,2,Assign seriousness,complete,Value 1,Variant 2,2,Fluxicon Disco
Case1690,Take in charge ticket,Value 1,2012-07-03 13:46:30.000,Variant 2,2,Take in charge ticket,complete,Value 1,Variant 2,2,Fluxicon Disco
Case1690,Wait,Value 4,2012-07-03 15:04:23.000,Variant 2,2,Wait,complete,Value 4,Variant 2,2,Fluxicon Disco
Case1690,Resolve ticket,Value 4,2012-07-04 06:12:08.000,Variant 2,2,Resolve ticket,complete,Value 4,Variant 2,2,Fluxicon Disco
Case1690,Closed,Value 5,2012-08-10 14:10:29.000,Variant 2,2,Closed,complete,Value 5,Variant 2,2,Fluxicon Disco
Case1690,End,End,2012-08-10 14:10:29.000,Variant 2,2,End,End,End,End,End,End
Case1691,Start,Start,2013-06-21 12:34:29.000,Variant 51,51,Start,Start,Start,Start,Start,Start
Case1691,Insert ticket,Value 14,2013-06-21 12:34:29.000,Variant 51,51,Insert ticket,complete,Value 14,Variant 51,51,Fluxicon Disco
Case1691,Assign seriousness,Value 14,2013-06-21 12:39:36.000,Variant 51,51,Assign seriousness,complete,Value 14,Variant 51,51,Fluxicon Disco
Case1691,Take in charge ticket,Value 9,2013-06-28 06:20:16.000,Variant 51,51,Take in charge ticket,complete,Value 9,Variant 51,51,Fluxicon Disco
Case1691,Wait,Value 9,2013-07-01 06:02:22.000,Variant 51,51,Wait,complete,Value 9,Variant 51,51,Fluxicon Disco
Case1691,Resolve ticket,Value 9,2013-07-26 07:16:20.000,Variant 51,51,Resolve ticket,complete,Value 9,Variant 51,51,Fluxicon Disco
Case1691,Closed,Value 3,2013-08-10 07:16:30.000,Variant 51,51,Closed,complete,Value 3,Variant 51,51,Fluxicon Disco
Case1691,End,End,2013-08-10 07:16:30.000,Variant 51,51,End,End,End,End,End,End
Case1692,Start,Start,2011-04-21 12:11:22.000,Variant 3,3,Start,Start,Start,Start,Start,Start
Case1692,Assign seriousness,Value 8,2011-04-21 12:11:22.000,Variant 3,3,Assign seriousness,complete,Value 8,Variant 3,3,Fluxicon Disco
Case1692,Take in charge ticket,Value 8,2011-04-21 12:11:48.000,Variant 3,3,Take in charge ticket,complete,Value 8,Variant 3,3,Fluxicon Disco
Case1692,Wait,Value 13,2011-04-22 07:36:35.000,Variant 3,3,Wait,complete,Value 13,Variant 3,3,Fluxicon Disco
Case1692,Take in charge ticket,Value 13,2011-04-26 08:36:51.000,Variant 3,3,Take in charge ticket,complete,Value 13,Variant 3,3,Fluxicon Disco
Case1692,Resolve ticket,Value 13,2011-04-26 08:36:59.000,Variant 3,3,Resolve ticket,complete,Value 13,Variant 3,3,Fluxicon Disco
Case1692,Closed,Value 5,2011-05-28 13:20:38.000,Variant 3,3,Closed,complete,Value 5,Variant 3,3,Fluxicon Disco
Case1692,End,End,2011-05-28 13:20:38.000,Variant 3,3,End,End,End,End,End,End
Case1693,Start,Start,2011-05-31 06:18:45.000,Variant 29,29,Start,Start,Start,Start,Start,Start
Case1693,Assign seriousness,Value 8,2011-05-31 06:18:45.000,Variant 29,29,Assign seriousness,complete,Value 8,Variant 29,29,Fluxicon Disco
Case1693,Take in charge ticket,Value 8,2011-05-31 06:19:09.000,Variant 29,29,Take in charge ticket,complete,Value 8,Variant 29,29,Fluxicon Disco
Case1693,Take in charge ticket,Value 2,2011-05-31 14:36:57.000,Variant 29,29,Take in charge ticket,complete,Value 2,Variant 29,29,Fluxicon Disco
Case1693,Wait,Value 9,2011-05-31 14:44:31.000,Variant 29,29,Wait,complete,Value 9,Variant 29,29,Fluxicon Disco
Case1693,Take in charge ticket,Value 9,2011-06-30 08:03:43.000,Variant 29,29,Take in charge ticket,complete,Value 9,Variant 29,29,Fluxicon Disco
Case1693,Resolve ticket,Value 9,2011-06-30 08:04:37.000,Variant 29,29,Resolve ticket,complete,Value 9,Variant 29,29,Fluxicon Disco
Case1693,Closed,Value 5,2011-07-19 08:40:19.000,Variant 29,29,Closed,complete,Value 5,Variant 29,29,Fluxicon Disco
Case1693,End,End,2011-07-19 08:40:19.000,Variant 29,29,End,End,End,End,End,End
Case1694,Start,Start,2010-09-09 11:18:13.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case1694,Assign seriousness,Value 9,2010-09-09 11:18:13.000,Variant 1,1,Assign seriousness,complete,Value 9,Variant 1,1,Fluxicon Disco
Case1694,Take in charge ticket,Value 17,2010-09-09 12:45:43.000,Variant 1,1,Take in charge ticket,complete,Value 17,Variant 1,1,Fluxicon Disco
Case1694,Resolve ticket,Value 17,2010-09-14 13:31:18.000,Variant 1,1,Resolve ticket,complete,Value 17,Variant 1,1,Fluxicon Disco
Case1694,Closed,Value 5,2010-10-31 12:20:38.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case1694,End,End,2010-10-31 12:20:38.000,Variant 1,1,End,End,End,End,End,End
Case1695,Start,Start,2010-09-16 13:51:37.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case1695,Assign seriousness,Value 9,2010-09-16 13:51:37.000,Variant 1,1,Assign seriousness,complete,Value 9,Variant 1,1,Fluxicon Disco
Case1695,Take in charge ticket,Value 11,2010-09-16 13:53:44.000,Variant 1,1,Take in charge ticket,complete,Value 11,Variant 1,1,Fluxicon Disco
Case1695,Resolve ticket,Value 11,2010-09-30 07:28:09.000,Variant 1,1,Resolve ticket,complete,Value 11,Variant 1,1,Fluxicon Disco
Case1695,Closed,Value 5,2010-10-30 14:00:16.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case1695,End,End,2010-10-30 14:00:16.000,Variant 1,1,End,End,End,End,End,End
Case1696,Start,Start,2012-07-02 14:40:23.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case1696,Assign seriousness,Value 4,2012-07-02 14:40:23.000,Variant 1,1,Assign seriousness,complete,Value 4,Variant 1,1,Fluxicon Disco
Case1696,Take in charge ticket,Value 4,2012-07-02 14:44:29.000,Variant 1,1,Take in charge ticket,complete,Value 4,Variant 1,1,Fluxicon Disco
Case1696,Resolve ticket,Value 4,2012-07-03 09:50:15.000,Variant 1,1,Resolve ticket,complete,Value 4,Variant 1,1,Fluxicon Disco
Case1696,Closed,Value 5,2012-08-02 14:50:50.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case1696,End,End,2012-08-02 14:50:50.000,Variant 1,1,End,End,End,End,End,End
Case1697,Start,Start,2013-09-27 06:14:45.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case1697,Assign seriousness,Value 14,2013-09-27 06:14:45.000,Variant 2,2,Assign seriousness,complete,Value 14,Variant 2,2,Fluxicon Disco
Case1697,Take in charge ticket,Value 9,2013-09-27 06:16:50.000,Variant 2,2,Take in charge ticket,complete,Value 9,Variant 2,2,Fluxicon Disco
Case1697,Wait,Value 9,2013-09-27 06:43:34.000,Variant 2,2,Wait,complete,Value 9,Variant 2,2,Fluxicon Disco
Case1697,Resolve ticket,Value 9,2013-10-15 09:05:11.000,Variant 2,2,Resolve ticket,complete,Value 9,Variant 2,2,Fluxicon Disco
Case1697,Closed,Value 3,2013-10-30 10:05:32.000,Variant 2,2,Closed,complete,Value 3,Variant 2,2,Fluxicon Disco
Case1697,End,End,2013-10-30 10:05:32.000,Variant 2,2,End,End,End,End,End,End
Case1698,Start,Start,2012-06-12 07:56:32.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case1698,Assign seriousness,Value 1,2012-06-12 07:56:32.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case1698,Take in charge ticket,Value 1,2012-06-12 07:56:39.000,Variant 1,1,Take in charge ticket,complete,Value 1,Variant 1,1,Fluxicon Disco
Case1698,Resolve ticket,Value 1,2012-06-12 08:01:36.000,Variant 1,1,Resolve ticket,complete,Value 1,Variant 1,1,Fluxicon Disco
Case1698,Closed,Value 5,2012-07-19 08:00:38.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case1698,End,End,2012-07-19 08:00:38.000,Variant 1,1,End,End,End,End,End,End
Case1699,Start,Start,2011-11-30 10:50:45.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case1699,Assign seriousness,Value 1,2011-11-30 10:50:45.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case1699,Take in charge ticket,Value 13,2011-12-02 15:32:42.000,Variant 1,1,Take in charge ticket,complete,Value 13,Variant 1,1,Fluxicon Disco
Case1699,Resolve ticket,Value 13,2011-12-14 08:09:15.000,Variant 1,1,Resolve ticket,complete,Value 13,Variant 1,1,Fluxicon Disco
Case1699,Closed,Value 5,2011-12-31 11:00:18.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case1699,End,End,2011-12-31 11:00:18.000,Variant 1,1,End,End,End,End,End,End
Case1700,Start,Start,2011-08-31 06:49:37.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case1700,Assign seriousness,Value 13,2011-08-31 06:49:37.000,Variant 1,1,Assign seriousness,complete,Value 13,Variant 1,1,Fluxicon Disco
Case1700,Take in charge ticket,Value 6,2011-08-31 06:53:55.000,Variant 1,1,Take in charge ticket,complete,Value 6,Variant 1,1,Fluxicon Disco
Case1700,Resolve ticket,Value 6,2011-08-31 09:12:18.000,Variant 1,1,Resolve ticket,complete,Value 6,Variant 1,1,Fluxicon Disco
Case1700,Closed,Value 5,2011-10-14 06:51:01.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case1700,End,End,2011-10-14 06:51:01.000,Variant 1,1,End,End,End,End,End,End
Case1701,Start,Start,2010-02-19 10:15:15.000,Variant 4,4,Start,Start,Start,Start,Start,Start
Case1701,Assign seriousness,Value 2,2010-02-19 10:15:15.000,Variant 4,4,Assign seriousness,complete,Value 2,Variant 4,4,Fluxicon Disco
Case1701,Assign seriousness,Value 16,2010-03-05 09:10:46.000,Variant 4,4,Assign seriousness,complete,Value 16,Variant 4,4,Fluxicon Disco
Case1701,Take in charge ticket,Value 16,2010-03-05 10:05:36.000,Variant 4,4,Take in charge ticket,complete,Value 16,Variant 4,4,Fluxicon Disco
Case1701,Resolve ticket,Value 16,2010-03-05 16:05:32.000,Variant 4,4,Resolve ticket,complete,Value 16,Variant 4,4,Fluxicon Disco
Case1701,Closed,Value 5,2010-03-23 11:29:15.000,Variant 4,4,Closed,complete,Value 5,Variant 4,4,Fluxicon Disco
Case1701,End,End,2010-03-23 11:29:15.000,Variant 4,4,End,End,End,End,End,End
Case1702,Start,Start,2011-11-16 07:32:47.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case1702,Assign seriousness,Value 1,2011-11-16 07:32:47.000,Variant 2,2,Assign seriousness,complete,Value 1,Variant 2,2,Fluxicon Disco
Case1702,Take in charge ticket,Value 9,2011-11-16 15:08:59.000,Variant 2,2,Take in charge ticket,complete,Value 9,Variant 2,2,Fluxicon Disco
Case1702,Wait,Value 9,2011-11-21 08:07:29.000,Variant 2,2,Wait,complete,Value 9,Variant 2,2,Fluxicon Disco
Case1702,Resolve ticket,Value 9,2011-12-02 12:30:57.000,Variant 2,2,Resolve ticket,complete,Value 9,Variant 2,2,Fluxicon Disco
